DonorID,DonorName,RecipID,RecipName,dontot,pctgiventopacs,pctgiventoall
30007,Minneapolis Municipal Retirement Assoc,40295,Friends of DFL Women,"$1,500.00 ",100,0.802139037
30011,Minneapolis Regional Labor Federation,40933,Putting Minnesota First,"$5,000.00 ",34.48275862,1.606828378
30011,Minneapolis Regional Labor Federation,41005,Edinans for Erhardt,"$4,000.00 ",27.5862069,1.285462702
30011,Minneapolis Regional Labor Federation,70026,Take Action PAC,"$3,000.00 ",20.68965517,0.964097027
30011,Minneapolis Regional Labor Federation,40295,Friends of DFL Women,"$1,000.00 ",6.896551724,0.321365676
30011,Minneapolis Regional Labor Federation,30625,WIN Minnesota Political Action Fund,"$1,000.00 ",6.896551724,0.321365676
30011,Minneapolis Regional Labor Federation,40403,8th Congressional District COPE AFL-CIO,$500.00 ,3.448275862,0.160682838
30012,Minneapolis Bldg & Construct Trades Council,40954,America Votes - Minnesota,$500.00 ,50,1.074141661
30012,Minneapolis Bldg & Construct Trades Council,30011,Minneapolis Regional Labor Federation,$500.00 ,50,1.074141661
30013,Joint Council 32 DRIVE,30625,WIN Minnesota Political Action Fund,"$50,000.00 ",83.7520938,23.08296016
30013,Joint Council 32 DRIVE,30025,Minn AFL-CIO,"$8,000.00 ",13.40033501,3.693273625
30013,Joint Council 32 DRIVE,40295,Friends of DFL Women,"$1,500.00 ",2.512562814,0.692488805
30013,Joint Council 32 DRIVE,40872,Rural Minn Preservation,$200.00 ,0.335008375,9.23E-02
30016,Firefighters Assoc of Mpls Political Fund,99999,2010/2012 Funds,"$7,000.00 ",100,39.88603989
30018,Minn Dental Political Action Committee,40979,Rochester Citizens Coalition,"$3,000.00 ",85.71428571,1.802879198
30018,Minn Dental Political Action Committee,40936,21st Senate District Republican Party,$500.00 ,14.28571429,0.300479866
30019,UTU PAC-MN,40295,Friends of DFL Women,$500.00 ,71.42857143,0.537778973
30019,UTU PAC-MN,30025,Minn AFL-CIO,$200.00 ,28.57142857,0.215111589
30022,Local 59 Political Fund,30011,Minneapolis Regional Labor Federation,"$10,000.00 ",59.06674542,5.598163802
30022,Local 59 Political Fund,70026,Take Action PAC,"$5,125.00 ",30.27170703,2.869058949
30022,Local 59 Political Fund,40634,Stonewall DFL (The),"$1,000.00 ",5.906674542,0.55981638
30022,Local 59 Political Fund,40295,Friends of DFL Women,$625.00 ,3.691671589,0.349885238
30022,Local 59 Political Fund,30618,Working Families Fund,$180.00 ,1.063201418,0.100766948
30025,Minn AFL-CIO,99999,2010/2012 Funds,"$125,000.00 ",60.16188649,24.72076707
30025,Minn AFL-CIO,30623,Working America Minn Political Committee,"$56,019.74 ",26.96202591,11.07880755
30025,Minn AFL-CIO,80024,Alliance for a Better Minnesota Action Fund,"$17,448.00 ",8.397636764,3.450623551
30025,Minn AFL-CIO,40981,Progressive Majority Minnesota,"$5,000.00 ",2.40647546,0.988830683
30025,Minn AFL-CIO,40933,Putting Minnesota First,"$2,700.00 ",1.299496748,0.533968569
30025,Minn AFL-CIO,30088,AFL-CIO Southeast Central Labor Council,$500.00 ,0.240647546,9.89E-02
30025,Minn AFL-CIO,40295,Friends of DFL Women,$500.00 ,0.240647546,9.89E-02
30025,Minn AFL-CIO,70026,Take Action PAC,$500.00 ,0.240647546,9.89E-02
30025,Minn AFL-CIO,30168,DFL Feminist Caucus - Candidates Fund,$105.00 ,5.05E-02,2.08E-02
30031,Minneapolis Firefighters Fraternal Assn (fka Relief Assn Pol Fund),99999,2010/2012 Funds,"$3,000.00 ",50,1.374538957
30031,Minneapolis Firefighters Fraternal Assn (fka Relief Assn Pol Fund),40295,Friends of DFL Women,"$3,000.00 ",50,1.374538957
30033,Plumbers Local Union #15 COPE Account,30599,Minn Pipe Trades Assn PAC Fund,"$2,300.00 ",100,12.42101852
30035,UAW Minn State CAP Council Political Fd,30608,MN State Bldg & Construction Trades Cncl Pol Fund,$828.70 ,100,17.90351503
30037,SEIU Minn State Council Political Fund,99999,2010/2012 Funds,"$375,000.00 ",59.71882276,17.57830985
30037,SEIU Minn State Council Political Fund,30025,Minn AFL-CIO,"$106,730.03 ",16.99677799,5.003022766
30037,SEIU Minn State Council Political Fund,30602,SEIU Local 26 Political Fund,"$63,964.23 ",10.18631604,2.998354811
30037,SEIU Minn State Council Political Fund,70026,Take Action PAC,"$35,800.00 ",5.701156946,1.678142647
30037,SEIU Minn State Council Political Fund,30550,Suburban School Emp Local 284 Pol Act Fund,"$12,049.39 ",1.918867695,0.564821096
30037,SEIU Minn State Council Political Fund,30093,SEIU Healthcare Minn (fka SEIU Local 113),"$11,795.34 ",1.878410184,0.552912377
30037,SEIU Minn State Council Political Fund,40954,America Votes - Minnesota,"$6,639.73 ",1.057378291,0.311240617
30037,SEIU Minn State Council Political Fund,40933,Putting Minnesota First,"$5,964.00 ",0.949768157,0.27956544
30037,SEIU Minn State Council Political Fund,70041,HRC Minnesota PAC,"$5,000.00 ",0.79625097,0.234377465
30037,SEIU Minn State Council Political Fund,80024,Alliance for a Better Minnesota Action Fund,"$2,000.00 ",0.318500388,9.38E-02
30037,SEIU Minn State Council Political Fund,30011,Minneapolis Regional Labor Federation,"$1,500.00 ",0.238875291,7.03E-02
30037,SEIU Minn State Council Political Fund,30646,Citizens for Smith,"$1,000.00 ",0.159250194,4.69E-02
30037,SEIU Minn State Council Political Fund,40295,Friends of DFL Women,$500.00 ,7.96E-02,2.34E-02
30058,International Union of Operating Engineers,99999,2010/2012 Funds,"$25,000.00 ",21.45601183,4.101094674
30058,International Union of Operating Engineers,30025,Minn AFL-CIO,"$25,000.00 ",21.45601183,4.101094674
30058,International Union of Operating Engineers,30623,Working America Minn Political Committee,"$12,200.00 ",10.47053377,2.001334201
30058,International Union of Operating Engineers,40954,America Votes - Minnesota,"$10,000.00 ",8.582404731,1.64043787
30058,International Union of Operating Engineers,41005,Edinans for Erhardt,"$10,000.00 ",8.582404731,1.64043787
30058,International Union of Operating Engineers,30625,WIN Minnesota Political Action Fund,"$10,000.00 ",8.582404731,1.64043787
30058,International Union of Operating Engineers,40944,Alliance for a Better Minnesota,"$5,000.00 ",4.291202366,0.820218935
30058,International Union of Operating Engineers,30011,Minneapolis Regional Labor Federation,"$4,000.00 ",3.432961893,0.656175148
30058,International Union of Operating Engineers,40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),"$3,000.00 ",2.574721419,0.492131361
30058,International Union of Operating Engineers,70026,Take Action PAC,"$2,625.00 ",2.252881242,0.430614941
30058,International Union of Operating Engineers,30608,MN State Bldg & Construction Trades Cncl Pol Fund,"$2,192.46 ",1.881657908,0.359659441
30058,International Union of Operating Engineers,30225,TRIAL-PAC,"$2,000.00 ",1.716480946,0.328087574
30058,International Union of Operating Engineers,40981,Progressive Majority Minnesota,"$1,000.00 ",0.858240473,0.164043787
30058,International Union of Operating Engineers,40098,Road PAC of Minn,"$1,000.00 ",0.858240473,0.164043787
30058,International Union of Operating Engineers,40872,Rural Minn Preservation,"$1,000.00 ",0.858240473,0.164043787
30058,International Union of Operating Engineers,30603,St Paul Police Federation Political Awareness Fund,"$1,000.00 ",0.858240473,0.164043787
30058,International Union of Operating Engineers,30646,Citizens for Smith,$500.00 ,0.429120237,8.20E-02
30058,International Union of Operating Engineers,30634,Greater Minnesota Votes,$500.00 ,0.429120237,8.20E-02
30058,International Union of Operating Engineers,30617,Building Trades C1 PAC Fund,$300.00 ,0.257472142,4.92E-02
30058,International Union of Operating Engineers,30012,Minneapolis Bldg & Construct Trades Council,$200.00 ,0.171648095,3.28E-02
30060,Minn State Council of UNITE HERE Unions,30625,WIN Minnesota Political Action Fund,"$25,000.00 ",61.41964382,9.744552785
30060,Minn State Council of UNITE HERE Unions,40954,America Votes - Minnesota,"$7,500.00 ",18.42589315,2.923365836
30060,Minn State Council of UNITE HERE Unions,30025,Minn AFL-CIO,"$4,000.00 ",9.827143011,1.559128446
30060,Minn State Council of UNITE HERE Unions,30608,MN State Bldg & Construction Trades Cncl Pol Fund,"$1,503.59 ",3.69399849,0.586072485
30060,Minn State Council of UNITE HERE Unions,40981,Progressive Majority Minnesota,"$1,200.00 ",2.948142903,0.467738534
30060,Minn State Council of UNITE HERE Unions,40295,Friends of DFL Women,"$1,000.00 ",2.456785753,0.389782111
30060,Minn State Council of UNITE HERE Unions,30011,Minneapolis Regional Labor Federation,$500.00 ,1.228392876,0.194891056
30064,Local 28 Political Fund,70026,Take Action PAC,"$14,100.00 ",62.11453744,16.88622754
30064,Local 28 Political Fund,70009,Minn ACORN Political Action Committee,"$7,500.00 ",33.03964758,8.982035928
30064,Local 28 Political Fund,30025,Minn AFL-CIO,$600.00 ,2.643171806,0.718562874
30064,Local 28 Political Fund,40295,Friends of DFL Women,$500.00 ,2.202643172,0.598802395
30074,Amalgamated Transit Union Local 1005,30608,MN State Bldg & Construction Trades Cncl Pol Fund,"$1,148.12 ",40.59658006,2.737978953
30074,Amalgamated Transit Union Local 1005,40295,Friends of DFL Women,"$1,000.00 ",35.35917854,2.384749811
30074,Amalgamated Transit Union Local 1005,30618,Working Families Fund,$680.00 ,24.0442414,1.621629872
30083,U A Plumbers Local #34 Political Fund,30599,Minn Pipe Trades Assn PAC Fund,"$1,600.00 ",100,5.818181818
30086,Duluth Federation of Teachers Political Fund,40994,Northeast ALC PAC,"$3,156.82 ",81.21941556,35.10784294
30086,Duluth Federation of Teachers Political Fund,30273,Duluth Central Labor Body COPE Fund,$600.00 ,15.43694266,6.672761122
30086,Duluth Federation of Teachers Political Fund,30558,Education Minn PAC,$129.96 ,3.343641781,1.445320059
30088,AFL-CIO Southeast Central Labor Council,30618,Working Families Fund,"$4,559.78 ",100,75.24662612
30092,Iron Workers Local 512,30025,Minn AFL-CIO,"$3,000.00 ",31.86743149,2.777417742
30092,Iron Workers Local 512,30608,MN State Bldg & Construction Trades Cncl Pol Fund,"$2,914.00 ",30.95389845,2.697798434
30092,Iron Workers Local 512,40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),"$2,500.00 ",26.5561929,2.314514785
30092,Iron Workers Local 512,40994,Northeast ALC PAC,$500.00 ,5.311238581,0.462902957
30092,Iron Workers Local 512,30623,Working America Minn Political Committee,$300.00 ,3.186743149,0.277741774
30092,Iron Workers Local 512,40403,8th Congressional District COPE AFL-CIO,$200.00 ,2.124495432,0.185161183
30093,SEIU Healthcare Minn (fka SEIU Local 113),30037,SEIU Minn State Council Political Fund,"$224,956.28 ",75.49454258,59.20993618
30093,SEIU Healthcare Minn (fka SEIU Local 113),30025,Minn AFL-CIO,"$65,520.60 ",21.98848354,17.24544136
30093,SEIU Healthcare Minn (fka SEIU Local 113),80024,Alliance for a Better Minnesota Action Fund,"$2,500.00 ",0.838991295,0.658016054
30093,SEIU Healthcare Minn (fka SEIU Local 113),30634,Greater Minnesota Votes,"$2,000.00 ",0.671193036,0.526412843
30093,SEIU Healthcare Minn (fka SEIU Local 113),30602,SEIU Local 26 Political Fund,"$2,000.00 ",0.671193036,0.526412843
30093,SEIU Healthcare Minn (fka SEIU Local 113),30618,Working Families Fund,"$1,000.00 ",0.335596518,0.263206422
30098,Minn Professional Fire Fighters PAC,30025,Minn AFL-CIO,"$3,200.00 ",51.61290323,5.500486707
30098,Minn Professional Fire Fighters PAC,99999,2010/2012 Funds,"$3,000.00 ",48.38709677,5.156706288
30111,Minn Chiropractic Political Action Comm,40295,Friends of DFL Women,$500.00 ,100,0.803697006
30115,Minn State MNPL,30025,Minn AFL-CIO,"$10,000.00 ",90.90909091,31.74603175
30115,Minn State MNPL,30623,Working America Minn Political Committee,"$1,000.00 ",9.090909091,3.174603175
30116,Dorsey Political Fund,70004,Minn Business Partnership PAC,"$10,000.00 ",72.36937328,4.582874864
30116,Dorsey Political Fund,70001,Minn Chamber of Commerce Leadership Fd,"$2,018.00 ",14.60413953,0.924824148
30116,Dorsey Political Fund,40295,Friends of DFL Women,"$1,000.00 ",7.236937328,0.458287486
30116,Dorsey Political Fund,41021,VOICES of Conservative Women State PAC (VOICESPAC),$500.00 ,3.618468664,0.229143743
30116,Dorsey Political Fund,70017,Minneapolis Downtown Council PAC,$300.00 ,2.171081198,0.137486246
30119,IBEW Local 292 Political Education Fund,30011,Minneapolis Regional Labor Federation,"$15,000.00 ",23.77179081,3.154744774
30119,IBEW Local 292 Political Education Fund,99999,2010/2012 Funds,"$10,000.00 ",15.84786054,2.103163183
30119,IBEW Local 292 Political Education Fund,70026,Take Action PAC,"$10,000.00 ",15.84786054,2.103163183
30119,IBEW Local 292 Political Education Fund,30625,WIN Minnesota Political Action Fund,"$10,000.00 ",15.84786054,2.103163183
30119,IBEW Local 292 Political Education Fund,40787,Citizens for Effective Government,"$5,000.00 ",7.923930269,1.051581591
30119,IBEW Local 292 Political Education Fund,30331,IBEW - COPE,"$5,000.00 ",7.923930269,1.051581591
30119,IBEW Local 292 Political Education Fund,40954,America Votes - Minnesota,"$2,000.00 ",3.169572108,0.420632637
30119,IBEW Local 292 Political Education Fund,41072,Minn Young DFL,"$2,000.00 ",3.169572108,0.420632637
30119,IBEW Local 292 Political Education Fund,40268,womenwinning State PAC,"$2,000.00 ",3.169572108,0.420632637
30119,IBEW Local 292 Political Education Fund,40872,Rural Minn Preservation,"$1,000.00 ",1.584786054,0.210316318
30119,IBEW Local 292 Political Education Fund,30088,AFL-CIO Southeast Central Labor Council,$500.00 ,0.792393027,0.105158159
30119,IBEW Local 292 Political Education Fund,30012,Minneapolis Bldg & Construct Trades Council,$300.00 ,0.475435816,6.31E-02
30119,IBEW Local 292 Political Education Fund,30618,Working Families Fund,$300.00 ,0.475435816,6.31E-02
30120,SOF-PAC,70007,Coalition of MN Businesses PAC,"$15,000.00 ",100,43.79562044
30123,Minneapolis Retired Police Assoc Political Fund,40295,Friends of DFL Women,$250.00 ,100,0.463177397
30124,Multi Housing Political Action Committee,40295,Friends of DFL Women,$750.00 ,53.57142857,0.283179158
30124,Multi Housing Political Action Committee,40936,21st Senate District Republican Party,$500.00 ,35.71428571,0.188786105
30124,Multi Housing Political Action Committee,41021,VOICES of Conservative Women State PAC (VOICESPAC),$150.00 ,10.71428571,0.056635832
30128,Minneapolis Police Relief Assoc,40295,Friends of DFL Women,"$1,500.00 ",100,2.298850575
30154,St Paul Firefighters Local 21 Political Action Committee,99999,2010/2012 Funds,"$7,000.00 ",45.45454545,21.60493827
30154,St Paul Firefighters Local 21 Political Action Committee,30625,WIN Minnesota Political Action Fund,"$6,000.00 ",38.96103896,18.51851852
30154,St Paul Firefighters Local 21 Political Action Committee,70026,Take Action PAC,"$1,500.00 ",9.74025974,4.62962963
30154,St Paul Firefighters Local 21 Political Action Committee,30096,Duluth FirePAC,$900.00 ,5.844155844,2.777777778
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),70004,Minn Business Partnership PAC,"$15,000.00 ",53.66726297,2.493195654
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),70001,Minn Chamber of Commerce Leadership Fd,"$5,500.00 ",19.67799642,0.91417174
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),40714,Minn Hospital PAC,"$4,500.00 ",16.10017889,0.747958696
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),30557,NAIOP Economic Growth Fund,"$1,250.00 ",4.472271914,0.207766304
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),40295,Friends of DFL Women,"$1,000.00 ",3.577817531,0.166213044
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),41021,VOICES of Conservative Women State PAC (VOICESPAC),$500.00 ,1.788908766,0.083106522
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),40872,Rural Minn Preservation,$200.00 ,0.715563506,3.32E-02
30179,"Branch 28, NALC Political Action Fund",40403,8th Congressional District COPE AFL-CIO,$150.00 ,100,2.092534673
30191,VOTE - 66,30273,Duluth Central Labor Body COPE Fund,"$7,700.00 ",93.90243902,28.73134328
30191,VOTE - 66,40403,8th Congressional District COPE AFL-CIO,$500.00 ,6.097560976,1.865671642
30192,Saint Paul Teachers Pension PAC,40295,Friends of DFL Women,"$1,000.00 ",100,1.08754758
30194,Iron Range Labor Assembly Legislative Fund,40994,Northeast ALC PAC,"$6,271.45 ",100,89.95904726
30195,MN Retailers IMPACT (fka Mn Retail Pol Advocacy Fd),70007,Coalition of MN Businesses PAC,"$26,000.00 ",100,63.29884358
30204,AFSCME,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$1,223,268.00 ",77.50698867,52.90155288
30204,AFSCME,99999,2010/2012 Funds,"$350,000.00 ",22.17620835,15.13613003
30204,AFSCME,40933,Putting Minnesota First,"$5,000.00 ",0.316802976,0.216230429
30218,Hospitality Political Action Committee,70007,Coalition of MN Businesses PAC,"$23,500.00 ",100,28.42902422
30224,CUVOL,40295,Friends of DFL Women,$750.00 ,100,0.941383206
30225,TRIAL-PAC,70026,Take Action PAC,"$22,000.00 ",69.62025316,5.651722323
30225,TRIAL-PAC,30552,NARAL Pro-Choice Minn Election Fund,"$8,000.00 ",25.3164557,2.055171754
30225,TRIAL-PAC,40933,Putting Minnesota First,"$1,100.00 ",3.481012658,0.282586116
30225,TRIAL-PAC,40295,Friends of DFL Women,$500.00 ,1.582278481,0.128448235
30230,Lockridge Grindal Nauen PLLP State Pol Fnd,40714,Minn Hospital PAC,"$2,500.00 ",62.5,0.49772482
30230,Lockridge Grindal Nauen PLLP State Pol Fnd,40295,Friends of DFL Women,"$1,500.00 ",37.5,0.298634892
30234,Sprinkler Fitters Local Union No 417,30599,Minn Pipe Trades Assn PAC Fund,$419.00 ,100,2.281016931
30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),30331,IBEW - COPE,"$32,520.00 ",74.14351924,62.88811948
30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),30025,Minn AFL-CIO,"$9,440.88 ",21.52460233,18.25704765
30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),30088,AFL-CIO Southeast Central Labor Council,"$1,300.00 ",2.963916821,2.513977716
30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),30618,Working Families Fund,$600.00 ,1.36796161,1.160297407
30239,Pipe Fitters Local 539,30599,Minn Pipe Trades Assn PAC Fund,"$2,651.07 ",81.79613523,3.68777462
30239,Pipe Fitters Local 539,40403,8th Congressional District COPE AFL-CIO,$350.00 ,10.79890283,0.486867988
30239,Pipe Fitters Local 539,30618,Working Families Fund,$240.00 ,7.404961942,0.333852335
30242,Leonard Street and Deinard PAC,40714,Minn Hospital PAC,"$7,750.00 ",52.72108844,5.764224619
