RecipID,RecipName,DonorID,DonorName,dontot,pctofpacreceipts,pctofallreceipts
30011,Minneapolis Regional Labor Federation,40712,Laborers District Council of Minn & ND Pol Fund,"$37,250.00 ",29.34088325,6.307258905
30011,Minneapolis Regional Labor Federation,30245,Minn Nurses Assn Pol Comm (MNA-PC),"$25,500.00 ",20.08570531,4.317720861
30011,Minneapolis Regional Labor Federation,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$20,000.00 ",15.75349436,3.386447734
30011,Minneapolis Regional Labor Federation,30119,IBEW Local 292 Political Education Fund,"$15,000.00 ",11.81512077,2.539835801
30011,Minneapolis Regional Labor Federation,30022,Local 59 Political Fund,"$10,000.00 ",7.876747181,1.693223867
30011,Minneapolis Regional Labor Federation,30611,IUPAT Political Action Together Pol Committee,"$6,500.00 ",5.119885667,1.100595514
30011,Minneapolis Regional Labor Federation,30058,International Union of Operating Engineers,"$4,000.00 ",3.150698872,0.677289547
30011,Minneapolis Regional Labor Federation,30558,Education Minn PAC,"$2,590.00 ",2.04007752,0.438544982
30011,Minneapolis Regional Labor Federation,40246,PAL 9 Natl Assoc of Letter Carriers,"$1,800.00 ",1.417814493,0.304780296
30011,Minneapolis Regional Labor Federation,30037,SEIU Minn State Council Political Fund,"$1,500.00 ",1.181512077,0.25398358
30011,Minneapolis Regional Labor Federation,40404,IBEW Minn State Council PAC,"$1,500.00 ",1.181512077,0.25398358
30011,Minneapolis Regional Labor Federation,30012,Minneapolis Bldg & Construct Trades Council,$500.00 ,0.393837359,8.47E-02
30011,Minneapolis Regional Labor Federation,30060,Minn State Council of UNITE HERE Unions,$500.00 ,0.393837359,8.47E-02
30011,Minneapolis Regional Labor Federation,30588,Sheet Metal Workers PAC 10,$315.96 ,0.248873704,5.35E-02
30012,Minneapolis Bldg & Construct Trades Council,30561,North Central States Carpenters PAC,$500.00 ,33.33333333,33.33333333
30012,Minneapolis Bldg & Construct Trades Council,30119,IBEW Local 292 Political Education Fund,$300.00 ,20,20
30012,Minneapolis Bldg & Construct Trades Council,30599,Minn Pipe Trades Assn PAC Fund,$300.00 ,20,20
30012,Minneapolis Bldg & Construct Trades Council,30058,International Union of Operating Engineers,$200.00 ,13.33333333,13.33333333
30012,Minneapolis Bldg & Construct Trades Council,40712,Laborers District Council of Minn & ND Pol Fund,$200.00 ,13.33333333,13.33333333
30013,Joint Council 32 DRIVE,40815,DRIVE- Democrat Republican Ind. Voter Edu.,"$446,891.53 ",99.9686823,30.63854068
30013,Joint Council 32 DRIVE,40246,PAL 9 Natl Assoc of Letter Carriers,$140.00 ,3.13E-02,9.60E-03
30025,Minn AFL-CIO,30037,SEIU Minn State Council Political Fund,"$106,730.03 ",14.52892618,8.089741793
30025,Minn AFL-CIO,40712,Laborers District Council of Minn & ND Pol Fund,"$90,000.00 ",12.25150369,6.821667354
30025,Minn AFL-CIO,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$86,047.55 ",11.71346529,6.522086253
30025,Minn AFL-CIO,30558,Education Minn PAC,"$72,000.00 ",9.801202949,5.457333883
30025,Minn AFL-CIO,80026,Minn Assoc of Professional Employees Political Fund,"$70,000.00 ",9.528947312,5.305741276
30025,Minn AFL-CIO,30093,SEIU Healthcare Minn (fka SEIU Local 113),"$65,520.60 ",8.91917568,4.966218933
30025,Minn AFL-CIO,40404,IBEW Minn State Council PAC,"$55,000.00 ",7.487030031,4.168796717
30025,Minn AFL-CIO,30245,Minn Nurses Assn Pol Comm (MNA-PC),"$40,682.00 ",5.537951922,3.083545237
30025,Minn AFL-CIO,30270,MAPE-PAC,"$25,500.00 ",3.471259378,1.93280575
30025,Minn AFL-CIO,30058,International Union of Operating Engineers,"$25,000.00 ",3.403195469,1.894907598
30025,Minn AFL-CIO,30611,IUPAT Political Action Together Pol Committee,"$18,251.00 ",2.48446882,1.383358343
30025,Minn AFL-CIO,30550,Suburban School Emp Local 284 Pol Act Fund,"$13,961.00 ",1.900480477,1.058192199
30025,Minn AFL-CIO,30115,Minn State MNPL,"$10,000.00 ",1.361278187,0.757963039
30025,Minn AFL-CIO,30594,Boilermakers 647 Political Action Fund,"$10,000.00 ",1.361278187,0.757963039
30025,Minn AFL-CIO,80021,CWA COPE PCC,"$10,000.00 ",1.361278187,0.757963039
30025,Minn AFL-CIO,30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),"$9,440.88 ",1.285166401,0.71558381
30025,Minn AFL-CIO,30013,Joint Council 32 DRIVE,"$8,000.00 ",1.08902255,0.606370431
30025,Minn AFL-CIO,30608,MN State Bldg & Construction Trades Cncl Pol Fund,"$5,000.00 ",0.680639094,0.37898152
30025,Minn AFL-CIO,30060,Minn State Council of UNITE HERE Unions,"$4,000.00 ",0.544511275,0.303185216
30025,Minn AFL-CIO,30098,Minn Professional Fire Fighters PAC,"$3,200.00 ",0.43560902,0.242548173
30025,Minn AFL-CIO,30092,Iron Workers Local 512,"$3,000.00 ",0.408383456,0.227388912
30025,Minn AFL-CIO,30599,Minn Pipe Trades Assn PAC Fund,"$1,920.80 ",0.261474314,0.145589541
30025,Minn AFL-CIO,30064,Local 28 Political Fund,$600.00 ,8.17E-02,4.55E-02
30025,Minn AFL-CIO,40994,Northeast ALC PAC,$549.85 ,7.48E-02,0.041676598
30025,Minn AFL-CIO,30019,UTU PAC-MN,$200.00 ,2.72E-02,1.52E-02
30037,SEIU Minn State Council Political Fund,30093,SEIU Healthcare Minn (fka SEIU Local 113),"$224,956.28 ",61.11627674,13.61451177
30037,SEIU Minn State Council Political Fund,30550,Suburban School Emp Local 284 Pol Act Fund,"$77,015.41 ",20.92359998,4.661026708
30037,SEIU Minn State Council Political Fund,30602,SEIU Local 26 Political Fund,"$66,107.47 ",17.96012328,4.000870518
30058,International Union of Operating Engineers,40712,Laborers District Council of Minn & ND Pol Fund,"$3,000.00 ",38.3820679,2.016393684
30058,International Union of Operating Engineers,41005,Edinans for Erhardt,"$2,816.15 ",36.02988684,1.892822358
30058,International Union of Operating Engineers,30561,North Central States Carpenters PAC,"$1,000.00 ",12.79402263,0.672131228
30058,International Union of Operating Engineers,80023,Teamsters Local 120 DRIVE,"$1,000.00 ",12.79402263,0.672131228
30060,Minn State Council of UNITE HERE Unions,30606,UNITE HERE TIP State and Local Fund-MN,"$37,500.00 ",100,19.85177237
30088,AFL-CIO Southeast Central Labor Council,40712,Laborers District Council of Minn & ND Pol Fund,"$1,400.00 ",32.55813953,22.95081967
30088,AFL-CIO Southeast Central Labor Council,30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),"$1,300.00 ",30.23255814,21.31147541
30088,AFL-CIO Southeast Central Labor Council,30025,Minn AFL-CIO,$500.00 ,11.62790698,8.196721311
30088,AFL-CIO Southeast Central Labor Council,30119,IBEW Local 292 Political Education Fund,$500.00 ,11.62790698,8.196721311
30088,AFL-CIO Southeast Central Labor Council,30316,IBEW 110 PAC,$300.00 ,6.976744186,4.918032787
30088,AFL-CIO Southeast Central Labor Council,30575,CWA Minnesota State Council,$300.00 ,6.976744186,4.918032787
30093,SEIU Healthcare Minn (fka SEIU Local 113),30037,SEIU Minn State Council Political Fund,"$11,795.34 ",100,3.895947542
30096,Duluth FirePAC,30154,St Paul Firefighters Local 21 Political Action Committee,$900.00 ,100,0.80755875
30124,Multi Housing Political Action Committee,30640,Dominium Political Fund,"$10,000.00 ",100,3.286487197
30168,DFL Feminist Caucus - Candidates Fund,40634,Stonewall DFL (The),$320.00 ,75.29411765,2.643990045
30168,DFL Feminist Caucus - Candidates Fund,30025,Minn AFL-CIO,$105.00 ,24.70588235,0.867559234
30191,VOTE - 66,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,$500.00 ,100,1.818181818
30195,MN Retailers IMPACT (fka Mn Retail Pol Advocacy Fd),30587,Goff Public PAC,$250.00 ,55.55555556,0.809154712
30195,MN Retailers IMPACT (fka Mn Retail Pol Advocacy Fd),40786,Messerli & Kramer Political Action Comm,$200.00 ,44.44444444,0.647323769
30225,TRIAL-PAC,30258,RKM&C Fund,"$30,000.00 ",78.94736842,7.31326403
30225,TRIAL-PAC,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$4,000.00 ",10.52631579,0.975101871
30225,TRIAL-PAC,30058,International Union of Operating Engineers,"$2,000.00 ",5.263157895,0.487550935
30225,TRIAL-PAC,30558,Education Minn PAC,"$2,000.00 ",5.263157895,0.487550935
30270,MAPE-PAC,30558,Education Minn PAC,"$1,500.00 ",100,1.256302451
30273,Duluth Central Labor Body COPE Fund,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$10,000.00 ",51.41388175,33.61498206
30273,Duluth Central Labor Body COPE Fund,30191,VOTE - 66,"$7,700.00 ",39.58868895,25.88353619
30273,Duluth Central Labor Body COPE Fund,40712,Laborers District Council of Minn & ND Pol Fund,$750.00 ,3.856041131,2.521123655
30273,Duluth Central Labor Body COPE Fund,30086,Duluth Federation of Teachers Political Fund,$600.00 ,3.084832905,2.016898924
30273,Duluth Central Labor Body COPE Fund,40094,IBEW Local #31 Volunteer COPE Fund,$400.00 ,2.05655527,1.344599283
30288,Minn Police & Peace Officers Assoc Leg Fund,30558,Education Minn PAC,"$40,000.00 ",100,37.35524841
30331,IBEW - COPE,30316,IBEW 110 PAC,"$75,258.00 ",47.5735336,16.92770004
30331,IBEW - COPE,40094,IBEW Local #31 Volunteer COPE Fund,"$45,415.00 ",28.70860278,10.21514653
30331,IBEW - COPE,30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),"$32,520.00 ",20.55716751,7.314688211
30331,IBEW - COPE,30119,IBEW Local 292 Political Education Fund,"$5,000.00 ",3.160696112,1.124644559
30550,Suburban School Emp Local 284 Pol Act Fund,30037,SEIU Minn State Council Political Fund,"$12,049.39 ",100,34.37831586
30552,NARAL Pro-Choice Minn Election Fund,30225,TRIAL-PAC,"$8,000.00 ",100,59.16722136
30556,St Paul Area Chamber of Commerce PAC,40105,Lindquist & Vennum Political Fund,$850.00 ,32.69230769,0.8636456
30556,St Paul Area Chamber of Commerce PAC,30345,Winthrop & Weinstine PA Political Fund,$650.00 ,25,0.660434871
30556,St Paul Area Chamber of Commerce PAC,40786,Messerli & Kramer Political Action Comm,$650.00 ,25,0.660434871
30556,St Paul Area Chamber of Commerce PAC,30242,Leonard Street and Deinard PAC,$450.00 ,17.30769231,0.457224141
30557,NAIOP Economic Growth Fund,30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),"$1,250.00 ",100,2.064307301
30558,Education Minn PAC,30245,Minn Nurses Assn Pol Comm (MNA-PC),"$15,000.00 ",99.14104201,0.3144912
30558,Education Minn PAC,30086,Duluth Federation of Teachers Political Fund,$129.96 ,0.858957988,2.72E-03
30560,So Dakota Cty Labor Council COPE Fund,40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),"$3,650.14 ",100,46.85505527
30561,North Central States Carpenters PAC,40820,Local 851 Political Action Committee,"$12,364.60 ",69.42079345,64.19470549
30561,North Central States Carpenters PAC,40782,Carpenters Local 1644 PAC,"$3,145.56 ",17.66068219,16.33116298
30561,North Central States Carpenters PAC,41005,Edinans for Erhardt,"$1,461.66 ",8.206460132,7.5886671
30561,North Central States Carpenters PAC,30548,Carpenters Union Local #87 PAF,$839.27 ,4.712064225,4.357333879
30575,CWA Minnesota State Council,30576,CWA Local 7250 Political Fund,$492.58 ,100,4.286069795
30592,Carpenters Local Union 361 Pol Fund,30561,North Central States Carpenters PAC,$500.00 ,100,5.882352941
30593,AFSCME Minn PEOPLE Committee Council 5 PAC,30204,AFSCME,"$1,223,268.00 ",100,59.92886802
30599,Minn Pipe Trades Assn PAC Fund,30325,St Paul Pipefitters Local 455 PAC,"$5,677.00 ",38.96782289,8.124209242
30599,Minn Pipe Trades Assn PAC Fund,30239,Pipe Fitters Local 539,"$2,651.07 ",18.19736238,3.79387835
30599,Minn Pipe Trades Assn PAC Fund,30033,Plumbers Local Union #15 COPE Account,"$2,300.00 ",15.78756256,3.291471069
30599,Minn Pipe Trades Assn PAC Fund,30083,U A Plumbers Local #34 Political Fund,"$1,600.00 ",10.98265221,2.289719004
30599,Minn Pipe Trades Assn PAC Fund,30577,Plumbers & Steamfitters Local 11 PAC Fund,"$1,533.08 ",10.52330279,2.193951507
30599,Minn Pipe Trades Assn PAC Fund,30234,Sprinkler Fitters Local Union No 417,$419.00 ,2.876082049,0.599620164
30599,Minn Pipe Trades Assn PAC Fund,30571,Plumbers & Pipefitters Local #589 Pol Action Comm,$388.28 ,2.665215126,0.555657559
30600,Carpenters Local 930 PAC,30561,North Central States Carpenters PAC,$200.00 ,100,33.38898164
30602,SEIU Local 26 Political Fund,30037,SEIU Minn State Council Political Fund,"$63,964.23 ",96.96805375,76.15320545
30602,SEIU Local 26 Political Fund,30093,SEIU Healthcare Minn (fka SEIU Local 113),"$2,000.00 ",3.031946253,2.381118492
30603,St Paul Police Federation Political Awareness Fund,30556,St Paul Area Chamber of Commerce PAC,"$10,000.00 ",89.28571429,15.16415194
30603,St Paul Police Federation Political Awareness Fund,30058,International Union of Operating Engineers,"$1,000.00 ",8.928571429,1.516415194
30603,St Paul Police Federation Political Awareness Fund,30568,Rice Michels & Walther LLP Political Fund,$200.00 ,1.785714286,0.303283039
30608,MN State Bldg & Construction Trades Cncl Pol Fund,80023,Teamsters Local 120 DRIVE,"$5,000.00 ",21.81270564,2.401042821
30608,MN State Bldg & Construction Trades Cncl Pol Fund,30092,Iron Workers Local 512,"$2,914.00 ",12.71244485,1.399327756
30608,MN State Bldg & Construction Trades Cncl Pol Fund,40404,IBEW Minn State Council PAC,"$2,655.39 ",11.58424809,1.275141019
30608,MN State Bldg & Construction Trades Cncl Pol Fund,30058,International Union of Operating Engineers,"$2,192.46 ",9.564696921,1.052838069
30608,MN State Bldg & Construction Trades Cncl Pol Fund,30270,MAPE-PAC,"$2,163.50 ",9.43835773,1.038931229
30608,MN State Bldg & Construction Trades Cncl Pol Fund,30060,Minn State Council of UNITE HERE Unions,"$1,503.59 ",6.559473214,0.722036795
30608,MN State Bldg & Construction Trades Cncl Pol Fund,30245,Minn Nurses Assn Pol Comm (MNA-PC),"$1,422.63 ",6.206281885,0.68315911
30608,MN State Bldg & Construction Trades Cncl Pol Fund,30561,North Central States Carpenters PAC,"$1,304.88 ",5.692592667,0.626614551
30608,MN State Bldg & Construction Trades Cncl Pol Fund,30599,Minn Pipe Trades Assn PAC Fund,"$1,230.55 ",5.368324985,0.590920649
30608,MN State Bldg & Construction Trades Cncl Pol Fund,30074,Amalgamated Transit Union Local 1005,"$1,148.12 ",5.00872072,0.551337057
30608,MN State Bldg & Construction Trades Cncl Pol Fund,30035,UAW Minn State CAP Council Political Fd,$828.70 ,3.615237833,0.397948837
30608,MN State Bldg & Construction Trades Cncl Pol Fund,30588,Sheet Metal Workers PAC 10,$558.60 ,2.436915474,0.268244504
30613,Ewald Political Fund,30260,Management Concerned for Public Education,$250.00 ,50,4.06504065
30613,Ewald Political Fund,30553,Minn CAP-PAC,$250.00 ,50,4.06504065
30617,Building Trades C1 PAC Fund,30316,IBEW 110 PAC,$750.00 ,32.60869565,2.645502646
30617,Building Trades C1 PAC Fund,30611,IUPAT Political Action Together Pol Committee,$500.00 ,21.73913043,1.76366843
30617,Building Trades C1 PAC Fund,30058,International Union of Operating Engineers,$300.00 ,13.04347826,1.058201058
30617,Building Trades C1 PAC Fund,30599,Minn Pipe Trades Assn PAC Fund,$300.00 ,13.04347826,1.058201058
30617,Building Trades C1 PAC Fund,40712,Laborers District Council of Minn & ND Pol Fund,$300.00 ,13.04347826,1.058201058
30617,Building Trades C1 PAC Fund,30561,North Central States Carpenters PAC,$150.00 ,6.52173913,0.529100529
30618,Working Families Fund,30088,AFL-CIO Southeast Central Labor Council,"$4,559.78 ",53.51992657,7.409233325
30618,Working Families Fund,30093,SEIU Healthcare Minn (fka SEIU Local 113),"$1,000.00 ",11.73739228,1.624910264
30618,Working Families Fund,30074,Amalgamated Transit Union Local 1005,$680.00 ,7.98142675,1.10493898
30618,Working Families Fund,30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),$600.00 ,7.042435368,0.974946159
30618,Working Families Fund,40712,Laborers District Council of Minn & ND Pol Fund,$400.00 ,4.694956912,0.649964106
30618,Working Families Fund,30119,IBEW Local 292 Political Education Fund,$300.00 ,3.521217684,0.487473079
30618,Working Families Fund,30239,Pipe Fitters Local 539,$240.00 ,2.816974147,0.389978463
30618,Working Families Fund,30325,St Paul Pipefitters Local 455 PAC,$200.00 ,2.347478456,0.324982053
30618,Working Families Fund,30022,Local 59 Political Fund,$180.00 ,2.11273061,0.292483848
30618,Working Families Fund,40246,PAL 9 Natl Assoc of Letter Carriers,$180.00 ,2.11273061,0.292483848
30618,Working Families Fund,40994,Northeast ALC PAC,$180.00 ,2.11273061,0.292483848
30623,Working America Minn Political Committee,30558,Education Minn PAC,"$105,000.00 ",34.5159438,21.52188726
30623,Working America Minn Political Committee,30625,WIN Minnesota Political Action Fund,"$100,000.00 ",32.87232743,20.49703548
30623,Working America Minn Political Committee,30025,Minn AFL-CIO,"$56,019.74 ",18.41499236,11.48238599
30623,Working America Minn Political Committee,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$22,687.50 ",7.457909286,4.650264925
30623,Working America Minn Political Committee,30058,International Union of Operating Engineers,"$12,200.00 ",4.010423947,2.500638329
30623,Working America Minn Political Committee,30608,MN State Bldg & Construction Trades Cncl Pol Fund,"$2,500.00 ",0.821808186,0.512425887
30623,Working America Minn Political Committee,30618,Working Families Fund,"$2,500.00 ",0.821808186,0.512425887
30623,Working America Minn Political Committee,30115,Minn State MNPL,"$1,000.00 ",0.328723274,0.204970355
30623,Working America Minn Political Committee,40404,IBEW Minn State Council PAC,"$1,000.00 ",0.328723274,0.204970355
30623,Working America Minn Political Committee,40712,Laborers District Council of Minn & ND Pol Fund,"$1,000.00 ",0.328723274,0.204970355
30623,Working America Minn Political Committee,30092,Iron Workers Local 512,$300.00 ,9.86E-02,6.15E-02
30625,WIN Minnesota Political Action Fund,99999,2010/2012 Funds,"$115,961.93 ",50.31717386,2.020950118
30625,WIN Minnesota Political Action Fund,30013,Joint Council 32 DRIVE,"$50,000.00 ",21.69555727,0.871385168
30625,WIN Minnesota Political Action Fund,30060,Minn State Council of UNITE HERE Unions,"$25,000.00 ",10.84777863,0.435692584
30625,WIN Minnesota Political Action Fund,30058,International Union of Operating Engineers,"$10,000.00 ",4.339111453,0.174277034
30625,WIN Minnesota Political Action Fund,30119,IBEW Local 292 Political Education Fund,"$10,000.00 ",4.339111453,0.174277034
30625,WIN Minnesota Political Action Fund,30635,Housing First,"$7,500.00 ",3.25433359,0.130707775
30625,WIN Minnesota Political Action Fund,30154,St Paul Firefighters Local 21 Political Action Committee,"$6,000.00 ",2.603466872,0.10456622
30625,WIN Minnesota Political Action Fund,30316,IBEW 110 PAC,"$5,000.00 ",2.169555727,8.71E-02
30625,WIN Minnesota Political Action Fund,30011,Minneapolis Regional Labor Federation,"$1,000.00 ",0.433911145,1.74E-02
30629,Impact Minnesota Political Fund,30625,WIN Minnesota Political Action Fund,"$29,500.00 ",100,15.44892885
